ThinLensJittering 
1,0.687801300150033
4,0.5546558736178223
9,0.4585494558187027
16,0.395382502753191
25,0.34704440863940944
36,0.30572717846049263
49,0.27425486689410244
64,0.24794539476407904
81,0.2255427086441137
100,0.20581424648128133
121,0.18862320940754512
144,0.1757490663089685
169,0.16191842253532998
196,0.15063488373990666
225,0.14058467721708626
256,0.13115328670888526
289,0.12393096919575966
324,0.11625971803868633
361,0.11045244235440387
400,0.1036193162531151
441,0.09964007437740761
484,0.0931043400294813
529,0.08929454471337
576,0.08544899813480958
625,0.08200590857546047
676,0.07849964723965548
729,0.07453320155797655
784,0.07242575456818305
841,0.06879604671405301
900,0.06701701102151864
961,0.06389704297227611
1024,0.06195482985886543
1089,0.05976347608706795
1156,0.05796858438683753
1225,0.05566469082714102
1296,0.05406700821884736
1369,0.05315839371780223
1444,0.05093269389782926
1521,0.04941420671956113
1600,0.04810620874959846
1681,0.04725482403194623
1764,0.04611080341807664
1849,0.04519716946251257
1936,0.04368835656161914
