AreaLightNoJittering 
1,0.24462992317133084
4,0.23926016398839361
9,0.23550747079797935
16,0.23216943612820934
25,0.2276158396470366
36,0.224600802494472
49,0.2204583031086946
64,0.21709358242308763
81,0.21361139609438323
100,0.21172458050745444
121,0.20905343457749678
144,0.20438107642222847
169,0.2019609740924081
196,0.19973024230956044
225,0.19687625855677143
256,0.19385203314706811
289,0.19243283166108474
324,0.189281296932211
361,0.18723693925484552
400,0.18555510580449516
441,0.1835677133460679
484,0.18109273832535774
529,0.17818582114960668
576,0.1768299348758817
625,0.17459064390063717
676,0.1728688039258602
729,0.17241504651873293
784,0.16974505029633943
841,0.16722229444970943
900,0.16776002437718818
961,0.16563415670240855
1024,0.16246484657751187
1089,0.16196459777072944
1156,0.1610979306034188
1225,0.15869402991290266
1296,0.15802443903894633
1369,0.15662232323548922
1444,0.15583182387275216
1521,0.15447668818814353
1600,0.15284703268334576
1681,0.15194738851407572
1764,0.15114381622704692
1849,0.15024886742261626
1936,0.14866027779236965
